,State,Registration Required,Permit to Carry Required,Permit to Purchase Required,Open Carry is Legal,Number of Registered Weapons,Incident Date,City Or County,Address,# Killed,# Injured
263,Massachusetts,False,True,True,True,"39,886",7-Oct-19,Abington,135 Centre Ave,5.0,0.0
264,Massachusetts,False,True,True,True,"39,886",24-Aug-19,Lynn,Warren Street,1.0,3.0
265,Massachusetts,False,True,True,True,"39,886",5-Jul-19,Boston,Maple St,0.0,6.0
266,Massachusetts,False,True,True,True,"39,886",1-May-19,Boston,32 Windermere Rd,1.0,3.0
267,Maine,False,False,False,True,"17,410",,,,,
268,Louisiana,False,True,False,True,"116,398",24-Dec-19,New Orleans,6400 block of General Meyer Ave,0.0,4.0
269,Louisiana,False,True,False,True,"116,398",21-Dec-19,Edgard,2555 LA-18,0.0,4.0
270,Louisiana,False,True,False,True,"116,398",8-Dec-19,New Orleans,3801 Washington Ave,1.0,4.0
271,Louisiana,False,True,False,True,"116,398",1-Dec-19,Cotton Valley,116 Hawthorne Loop,2.0,3.0
272,Louisiana,False,True,False,True,"116,398",1-Dec-19,New Orleans,2000 block of N Dorgenois St,2.0,2.0
273,Louisiana,False,True,False,True,"116,398",1-Dec-19,New Orleans,700 block of Canal St,0.0,12.0
274,Louisiana,False,True,False,True,"116,398",24-Nov-19,Cottonport,3846 LA-29,2.0,2.0
275,Louisiana,False,True,False,True,"116,398",23-Nov-19,Tallulah,Depot St,1.0,6.0
276,Louisiana,False,True,False,True,"116,398",2-Nov-19,Baton Rouge,137 Taylor St,0.0,4.0
277,Louisiana,False,True,False,True,"116,398",21-Sep-19,New Orleans,Poland Ave and St. Claude Ave,0.0,4.0
278,Louisiana,False,True,False,True,"116,398",20-Sep-19,New Orleans,Canal Blvd and City Park Ave,1.0,5.0
279,Louisiana,False,True,False,True,"116,398",8-Sep-19,Alexandria,2900 block of Cypress St,1.0,3.0
280,Louisiana,False,True,False,True,"116,398",4-Sep-19,Marrero,3044 Sorbonne Dr,2.0,2.0
281,Louisiana,False,True,False,True,"116,398",4-Aug-19,Lake Charles,110 Pryce St,0.0,4.0
282,Louisiana,False,True,False,True,"116,398",29-Jun-19,Gray,2700 block of W Park Ave,0.0,4.0
283,Louisiana,False,True,False,True,"116,398",29-Jun-19,Baton Rouge,7132 Florida Blvd,0.0,7.0
284,Louisiana,False,True,False,True,"116,398",15-Jun-19,Shreveport,2500 block of Hollywood Ave,0.0,4.0
285,Louisiana,False,True,False,True,"116,398",29-May-19,Reserve,300 block of Homewood Place,1.0,3.0
286,Louisiana,False,True,False,True,"116,398",20-May-19,Alexandria,1900 block of Bacon Street,1.0,4.0
287,Louisiana,False,True,False,True,"116,398",15-May-19,Saint Rose,100 block of St. Rose Ave,0.0,4.0
288,Louisiana,False,True,False,True,"116,398",13-May-19,New Orleans,2100 block of 4th St,0.0,4.0
289,Louisiana,False,True,False,True,"116,398",7-Apr-19,Shreveport,433 Flournoy Lucas Rd,0.0,4.0
290,Louisiana,False,True,False,True,"116,398",10-Mar-19,Shreveport,2700 block of San Jacinto Ave,0.0,4.0
291,Louisiana,False,True,False,True,"116,398",17-Feb-19,New Orleans,Tulane Ave and Elk Pl,1.0,5.0
292,Louisiana,False,True,False,True,"116,398",4-Feb-19,Baton Rouge,4000 block of Topeka St,0.0,4.0
293,Louisiana,False,True,False,True,"116,398",26-Jan-19,Gonzales,42350 Church Point Rd,5.0,0.0
294,Kentucky,False,True,False,True,"93,719",16-Jun-19,Louisville,Dixie Highway and Ormsby Ave,1.0,6.0
295,Kentucky,False,True,False,True,"93,719",18-Apr-19,Louisville,4000 block of Bells Ln,0.0,4.0
296,Kentucky,False,True,False,True,"93,719",2-Apr-19,Covington,300 block of 13th St,0.0,5.0
297,Kentucky,False,True,False,True,"93,719",21-Feb-19,Elizabethtown,600 N Miles St,2.0,2.0
298,Kentucky,False,True,False,True,"93,719",17-Jan-19,Owensboro,940 Audubon Ave,3.0,1.0
299,Kansas,False,False,False,True,"54,409",6-Oct-19,Kansas City,1013 Central Ave,4.0,5.0
300,Kansas,False,False,False,True,"54,409",29-Sep-19,Claflin,1500 block of NE 100th Rd,0.0,4.0
301,Kansas,False,False,False,True,"54,409",27-Jul-19,Wichita,505 N Rock Rd,1.0,3.0
302,Kansas,False,False,False,True,"54,409",19-Apr-19,Wichita,1628 S George Washington Blvd,0.0,4.0
303,Iowa,False,True,True,True,"36,540",25-Dec-19,Coralville,900 block of Boston Way,1.0,3.0
304,Iowa,False,True,True,True,"36,540",16-Jun-19,Des Moines,1200 block of Sampson St,0.0,6.0
305,Iowa,False,True,True,True,"36,540",18-May-19,Cedar Rapids,70 Kirkwood Ct SW,2.0,2.0
306,Indiana,False,True,False,True,"133,594",6-Oct-19,Evansville,1127 Chestnut St,0.0,5.0
307,Indiana,False,True,False,True,"133,594",23-Sep-19,Gary,1600 block of Connecticut St,2.0,2.0
308,Indiana,False,True,False,True,"133,594",21-Sep-19,Indianapolis,101 W Maryland St,0.0,6.0
309,Indiana,False,True,False,True,"133,594",23-Jun-19,South Bend,1150 E Mishawaka Ave,1.0,10.0
310,Indiana,False,True,False,True,"133,594",18-May-19,Muncie,2410 W. Euclid Ave,1.0,6.0
311,Indiana,False,True,False,True,"133,594",8-May-19,Indianapolis,Roache St and Rader St,0.0,4.0
312,Indiana,False,True,False,True,"133,594",4-May-19,Indianapolis,101 W Maryland St,0.0,4.0
313,Indiana,False,True,False,True,"133,594",7-Apr-19,Indianapolis,3600 block of Roosevelt Ave,2.0,2.0
314,Indiana,False,True,False,True,"133,594",17-Feb-19,Evansville,664 E Illinois St,0.0,5.0
315,Indiana,False,True,False,True,"133,594",26-Jan-19,Indianapolis,2957 N Sherman Dr,0.0,5.0
316,Illinois,False,True,True,False,"147,698",29-Dec-19,Danville,1803 block of Westview Ave,0.0,5.0
317,Illinois,False,True,True,False,"147,698",24-Dec-19,Joliet,1200 block of Cutter Ave,0.0,5.0
318,Illinois,False,True,True,False,"147,698",22-Dec-19,Chicago,5700 block of S May St,0.0,13.0
319,Illinois,False,True,True,False,"147,698",1-Dec-19,Aurora,700 block of S 5th St,1.0,4.0
320,Illinois,False,True,True,False,"147,698",12-Oct-19,Chicago,6733 W Irving Park Rd,5.0,0.0
321,Illinois,False,True,True,False,"147,698",29-Sep-19,Round Lake (Round Lake Park),500 block of Fairlawn Ave,1.0,3.0
322,Illinois,False,True,True,False,"147,698",24-Sep-19,Chicago,2000 block of South Hoyne Ave,1.0,3.0
323,Illinois,False,True,True,False,"147,698",18-Sep-19,Chicago,4200 block of W Madison St,3.0,1.0
324,Illinois,False,True,True,False,"147,698",10-Sep-19,Chicago,2200 block of W Maypole Ave,0.0,4.0
325,Illinois,False,True,True,False,"147,698",2-Sep-19,Chicago,6200 block of S King Dr,0.0,4.0
326,Illinois,False,True,True,False,"147,698",31-Aug-19,Chicago,7100 block of S Paulina St,2.0,3.0
327,Illinois,False,True,True,False,"147,698",25-Aug-19,Chicago,8200 block of S Maryland Ave,1.0,3.0
328,Illinois,False,True,True,False,"147,698",11-Aug-19,Chicago,3500 block of W Lake St,0.0,6.0
329,Illinois,False,True,True,False,"147,698",9-Aug-19,Chicago,7300 block of S Artesian Ave,0.0,4.0
330,Illinois,False,True,True,False,"147,698",4-Aug-19,Chicago,1800 S Kildare Ave,1.0,7.0
331,Illinois,False,True,True,False,"147,698",4-Aug-19,Chicago,2900 block of W Roosevelt Rd,0.0,7.0
332,Illinois,False,True,True,False,"147,698",28-Jul-19,Chicago,3938 W Roosevelt Rd,0.0,4.0
333,Illinois,False,True,True,False,"147,698",21-Jul-19,Chicago,3900 block of Roosevelt Rd,0.0,4.0
334,Illinois,False,True,True,False,"147,698",20-Jul-19,Chicago,2401 N Lake Shore Dr,0.0,7.0
335,Illinois,False,True,True,False,"147,698",18-Jul-19,Chicago,3427 W Fulton Blvd,1.0,3.0
336,Illinois,False,True,True,False,"147,698",14-Jul-19,Chicago,4600 block of W Erie St,0.0,4.0
337,Illinois,False,True,True,False,"147,698",13-Jul-19,Chicago,7900 block of S Loomis Blvd,1.0,4.0
338,Illinois,False,True,True,False,"147,698",7-Jul-19,Chicago,5600 block of S Paulina St,0.0,4.0
339,Illinois,False,True,True,False,"147,698",7-Jul-19,Chicago,600 block of W 61st Pl,0.0,4.0
340,Illinois,False,True,True,False,"147,698",5-Jul-19,Chicago,1600 block of E 67th St,0.0,5.0
341,Illinois,False,True,True,False,"147,698",4-Jul-19,Rockford,1100 block of Preston St,0.0,4.0
342,Illinois,False,True,True,False,"147,698",4-Jul-19,Chicago,800 block of N Homan Ave,1.0,3.0
343,Illinois,False,True,True,False,"147,698",29-Jun-19,Chicago,2400 block of W Jackson Blvd,0.0,5.0
344,Illinois,False,True,True,False,"147,698",21-Jun-19,Chicago,6300 block of S King Dr,0.0,4.0
345,Illinois,False,True,True,False,"147,698",8-Jun-19,Chicago,3500 block of W North Ave,0.0,4.0
346,Illinois,False,True,True,False,"147,698",6-Jun-19,Chicago,2500 block of N Lake Shore Dr,1.0,3.0
347,Illinois,False,True,True,False,"147,698",1-Jun-19,Chicago,300 block of East Chicago Ave,0.0,4.0
348,Illinois,False,True,True,False,"147,698",1-Jun-19,Chicago,5600 block of West Madison St,0.0,4.0
349,Illinois,False,True,True,False,"147,698",30-May-19,Robbins,14000 block of Grace Ave,0.0,5.0
350,Illinois,False,True,True,False,"147,698",12-Apr-19,Carbondale,119 N Washington St,0.0,4.0
351,Illinois,False,True,True,False,"147,698",6-Apr-19,Chicago,6300 block of S Seeley Ave,0.0,6.0
352,Illinois,False,True,True,False,"147,698",31-Mar-19,Chicago,500 block of N Hamlin Ave,1.0,4.0
353,Illinois,False,True,True,False,"147,698",3-Mar-19,Chicago,2900 block of E 79th St,0.0,6.0
354,Illinois,False,True,True,False,"147,698",15-Feb-19,Aurora,641 Archer Ave,6.0,6.0
355,Illinois,False,True,True,False,"147,698",3-Feb-19,Chicago,938 E 75th St,2.0,5.0
356,Illinois,False,True,True,False,"147,698",19-Jan-19,Chicago,4400 block of W Madison St,0.0,4.0
357,Idaho,False,False,False,True,"58,797",,,,,
358,Georgia,False,True,False,True,"225,993",27-Dec-19,Kennesaw,1575 Ridenour Pkwy NW,0.0,4.0
359,Georgia,False,True,False,True,"225,993",15-Dec-19,Columbus,600 block of 32nd St,1.0,4.0
360,Georgia,False,True,False,True,"225,993",9-Nov-19,Vidalia,Wiggins St,0.0,4.0
361,Georgia,False,True,False,True,"225,993",7-Nov-19,Conyers,1800 block of Green St,2.0,3.0
362,Georgia,False,True,False,True,"225,993",14-Sep-19,Lagrange,1400 block of Elm St,0.0,4.0
363,Georgia,False,True,False,True,"225,993",23-Aug-19,Dublin,200 Riverview Park Dr,0.0,4.0
364,Georgia,False,True,False,True,"225,993",20-Aug-19,Atlanta,111 James P Brawley Dr SW,0.0,4.0
365,Georgia,False,True,False,True,"225,993",15-Jul-19,Atlanta,1572 Hardee St NE,0.0,4.0
366,Georgia,False,True,False,True,"225,993",28-Jun-19,Atlanta,Ira St and Bass St SW,0.0,7.0
367,Georgia,False,True,False,True,"225,993",27-Jun-19,Atlanta,600 block of Parkway Dr,0.0,7.0
368,Georgia,False,True,False,True,"225,993",11-Jun-19,Savannah,6900 Block of Damascus Rd,2.0,2.0
369,Georgia,False,True,False,True,"225,993",1-Jun-19,Atlanta,12 Broad Street,0.0,5.0
370,Georgia,False,True,False,True,"225,993",1-Jun-19,Macon,Suzanne Dr and Robinson Dr,2.0,4.0
371,Georgia,False,True,False,True,"225,993",4-Apr-19,Stockbridge,300 block of Eagle Ct,3.0,2.0
372,Georgia,False,True,False,True,"225,993",31-Mar-19,Atlanta,3041 Landrum Dr SW,1.0,4.0
373,Georgia,False,True,False,True,"225,993",17-Mar-19,Augusta,900 block of Broad St,0.0,4.0
374,Georgia,False,True,False,True,"225,993",17-Mar-19,Rochelle,Dennis St,1.0,3.0
375,Georgia,False,True,False,True,"225,993",26-Jan-19,Albany,300 block of W Roosevelt,0.0,4.0
376,Georgia,False,True,False,True,"225,993",24-Jan-19,Rockmart,319 Williamson St,4.0,1.0
377,Florida,False,True,False,False,"432,581",26-Dec-19,Saint Petersburg,4300 6th St S,0.0,5.0
378,Florida,False,True,False,False,"432,581",6-Dec-19,Pensacola,280 Taylor Rd,4.0,8.0
379,Florida,False,True,False,False,"432,581",25-Nov-19,Brownsville,NW 29th Ave and 44th St,2.0,2.0
380,Florida,False,True,False,False,"432,581",11-Nov-19,Belle Glade,SW 7th St,0.0,4.0
381,Florida,False,True,False,False,"432,581",10-Oct-19,Tampa,5410 N Falkenburg Rd,2.0,2.0
382,Florida,False,True,False,False,"432,581",29-Sep-19,Jacksonville,2200 block of Clemente Dr,0.0,4.0
383,Florida,False,True,False,False,"432,581",4-Sep-19,Jacksonville,400 W 62nd St,0.0,4.0
384,Florida,False,True,False,False,"432,581",14-Apr-19,Miami,NW 19th Ave and 60th St,2.0,2.0
385,Florida,False,True,False,False,"432,581",6-Apr-19,Tallahassee,500 block of Kissimmee St,0.0,4.0
386,Florida,False,True,False,False,"432,581",4-Apr-19,Panama City,100 block of Allen Ave,1.0,3.0
387,Florida,False,True,False,False,"432,581",23-Jan-19,Sebring,1901 US 27 S,5.0,0.0
388,Florida,False,True,False,False,"432,581",20-Jan-19,Miami,26133 SW 139th Ave,0.0,4.0
389,Florida,False,True,False,False,"432,581",19-Jan-19,Jacksonville,11445 Brian Lakes Drive,3.0,2.0
390,Florida,False,True,False,False,"432,581",16-Jan-19,Jacksonville,Emerson St and Spring Park Rd,1.0,5.0
391,Florida,False,True,False,False,"432,581",1-Jan-19,Tallahassee,2020 W Pensacola St,0.0,5.0
392,Delaware,False,True,False,True,"5,281",4-May-19,Wilmington,W 27th St and Tatnall St,0.0,4.0
393,Delaware,False,True,False,True,"5,281",7-Apr-19,Wilmington,940 N Pine St,0.0,6.0
394,Colorado,False,True,False,,"112,691",6-Oct-19,Denver,7100 block of Ruth Way,0.0,4.0
395,Colorado,False,True,False,,"112,691",11-Jun-19,Aurora,12500 block of E Kansas Pl,0.0,4.0
396,Colorado,False,True,False,,"112,691",7-May-19,Littleton (Highlands Ranch),8773 S Ridgeline Blvd,1.0,8.0
397,Colorado,False,True,False,,"112,691",10-Mar-19,Denver,15th St and Market St,1.0,4.0
398,Arkansas,False,False,False,True,"108,801",30-Nov-19,Hensley,6500 block of E Sardis Rd,0.0,5.0
399,Arkansas,False,False,False,True,"108,801",10-Nov-19,Little Rock,3000 block of W 12th St,0.0,4.0
400,Arkansas,False,False,False,True,"108,801",2-Mar-19,Pine Bluff,723 East 25th Ave,1.0,4.0
401,Arkansas,False,False,False,True,"108,801",15-Jan-19,Little Rock,5420 Baseline Rd,1.0,4.0
402,Arkansas,False,False,False,True,"108,801",2-Jan-19,Jonesboro,3516 Galaxy St,1.0,3.0
403,Arizona,False,False,False,True,"204,817",1-Nov-19,Tolleson,2434 S 86th Ln,0.0,5.0
404,Arizona,False,False,False,True,"204,817",11-Apr-19,Phoenix,7112 W Minnezona Ave,3.0,2.0
405,Arizona,False,False,False,True,"204,817",24-Mar-19,Phoenix,2202 W McDowell Rd,0.0,7.0
406,Arizona,False,False,False,True,"204,817",19-Mar-19,Phoenix,8526 N 27th Ave,2.0,4.0
407,Arizona,False,False,False,True,"204,817",13-Jan-19,Phoenix,2445 E Van Buren St,1.0,5.0
408,Arizona,False,False,False,True,"204,817",3-Jan-19,Yuma,3800 block of E County 18½ St,1.0,3.0
409,Alaska,False,False,False,True,"20,520",,,,,
410,Alabama,False,True,False,True,"168,265",20-Dec-19,Tuskegee,2900 block of Davison St,2.0,2.0
411,Alabama,False,True,False,True,"168,265",4-Dec-19,Montgomery,500 Eastdale Rd S,2.0,2.0
412,Alabama,False,True,False,True,"168,265",24-Nov-19,Birmingham,7 15th St W,1.0,4.0
413,Alabama,False,True,False,True,"168,265",2-Sep-19,Elkmont,25019 Ridge Road,5.0,0.0
414,Alabama,False,True,False,True,"168,265",1-Sep-19,Valley,502 Boulevard,0.0,7.0
415,Alabama,False,True,False,True,"168,265",30-Aug-19,Mobile,1621 Virginia St,0.0,6.0
416,Alabama,False,True,False,True,"168,265",15-Aug-19,Montgomery,847 N University Dr,2.0,3.0
417,Alabama,False,True,False,True,"168,265",18-May-19,Atmore,100 Martin Luther King Avenue,1.0,8.0
418,Alabama,False,True,False,True,"168,265",28-Apr-19,Birmingham,514 19th St Ensley,0.0,4.0
419,Alabama,False,True,False,True,"168,265",15-Mar-19,Mobile,515 Dauphin Island Pkwy,2.0,4.0
420,Alabama,False,True,False,True,"168,265",22-Feb-19,Birmingham,1100 block of Carnation Dr,2.0,2.0
421,Alabama,False,True,False,True,"168,265",27-Jan-19,Birmingham,Avenue O and Warrior Rd,0.0,5.0
